al.Manufacturer,al.Model Number,al.Product Type,al.IP Address,al.MAC Address,al.PO Number,acc.Account Name,Lifecycle Asset Type,lm.Building Name,lm.Room Name,lm.Room Code,Install Date,Replacement Year
Panasonic,PT-VMZ50,Display,10.88.2.173,4c.36.4e.a6.fe.65,,University of Utah,Classroom,MLIB,MLIB 1160-F,1160-F,"Jan 01, 2019",2026
Panasonic,PT-MZ882WU7,Display,,,,University of Utah,Classroom,HSEB,HSEB 1730,1730,"Jan 01, 2019",2026
Panasonic,PTVMZ51U,Display,10.80.34.139,B8:20:8E:58:A4:5D,,University of Utah,Classroom,JTB,JTB 110,110,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 2931,2931,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,10.72.40.118,c6.42.68.57.16.2d,,University of Utah,Classroom,HSEB,HSEB 5100B,5100B,"Jan 01, 2019",2026
Crestron,HD-TX3-C-B,"TX, RX, Scaler",,,,University of Utah,Classroom,MLIB,MLIB 1150 - F,1150 - F,"Jan 01, 2019",2026
Trendnet,TPE-TG50g/A,Networking,,,,University of Utah,Classroom,MCD,MCD 130 - F,130 - F,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 5100D,5100D,"Jan 01, 2019",2026
Crestron,TSW,User Interface,10.72.36.192,00.10.7f.bd.0f.80,,University of Utah,Classroom,HSEB,HSEB 2929,2929,"Jan 01, 2019",2026
Shure,MX202W-A/C,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 5100B,5100B,"Jan 01, 2019",2026
ViewSonic,CDE5010,Display,,,,University of Utah,Classroom,MLIB,MLIB 1150 - F,1150 - F,"Jan 01, 2019",2026
Panasonic,PT-VMZ51,Display,,,,University of Utah,Classroom,MCD,MCD 130 - F,130 - F,"Jan 01, 2019",2026
Crestron,DM4K100C1G,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 2908,2908,"Jan 01, 2019",2026
Crestron,RMC4,Control Processor,10.72.36185,00.10.7f.b9.c0.27,,University of Utah,Classroom,HSEB,HSEB 2928,2928,"Jan 01, 2019",2026
Crestron,Crestron AMP-X1000,Control Processor,,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
AtlasIED,AA120,Accessory,,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
JuiceGoose,CQ-1520,Accessory,,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Crestron,HD-CONV-USB-300,Accessory,,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Crestron,HD-CONV-USB-300,Accessory,,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 2C108,2C108,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 3C050,3C050,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-100-C-1G,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Large Conf 2C115,2C115,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf GS105,GS105,"Mar 28, 2024",2030
Samsung,QB98R,Display,,,,University Health Care,Conference Room,Helix,Medium Conf 5C050,5C050,"Mar 28, 2024",2030
Polycom,Poly Studio E70,Camera,,,,University Health Care,Conference Room,Helix,Large Conf 5N201,5N201,"Mar 28, 2024",2030
Samsung,QB85R,Display,,,,University Health Care,Conference Room,Helix,Medium Conf 1C106,1C106,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-100-C-1G,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Large Conf 3C115,3C115,"Mar 28, 2024",2030
Samsung,QB65R,Display,,,,University Health Care,Conference Room,Helix,Small Conf 3C106,3C106,"Mar 28, 2024",2030
Polycom,Poly Studio X70 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Conference Room,Helix,Medium Conf 1C204,1C204,"Mar 28, 2024",2030
Polycom,Poly Studio E70,Camera,,,,University Health Care,Conference Room,Helix,Large Conf 1C115,1C115,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 5C110,5C110,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 4S158,4S158,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 3C2000,3C2000,"Mar 28, 2024",2030
NEC,DVLED 1.2 11x11 (22'w x 12.9'h),Display,,,DO8102208169862,Utah Department of Transportation - Traffic Operations Center,Operation Center,Traffic Operations Center,TOC,TOC,"Feb 14, 2023",2033
Samsung,QM55R,Display,,,,University Health Care,Digital Signage,Helix,Building Wide Digital Signage,,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 4C110,4C110,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Office,Helix,Office 1S141,1S141,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 1C2000,1C2000,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Huddle Room,Helix,Huddle 5N219,5N219,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 4S156,4S156,"Mar 28, 2024",2030
Polycom,Poly Studio X30 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Huddle Room,Helix,Huddle 3N151,3N151,"Mar 28, 2024",2030
Biamp,Tesira Server-IO,Accessory,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Vaddio,RoboSHOT 30E HDBT,Camera,,,,University Health Care,Auditorium,Helix,Lecture/Conference GS150/GS155,GS150/GS155,"Mar 28, 2024",2030
Barco,CSE200,Wireless Presentation,,,4573172293,Henkel of America,Conference Room,,Boardroom,,"Dec 31, 2019",2026
Sharp,4T-B80CJ1U,Display,,,,University of Utah,Classroom,HPR N,HPR N 229 - F,229 - F,"Jan 01, 2019",2026
Rocware,RC821U,Camera,,,,University of Utah,Classroom,AEB,AEB 310 -F,310 -F,"Jan 01, 2019",2026
2 Mounted on front wall,Niles,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BUC,BUC 303 - F,303 - F,"Jan 01, 2019",2026
Shure,MX202,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 4020,4020,"Jan 01, 2019",2026
Trendnet,TPE-TG50g/A,Networking,,,,University of Utah,Classroom,JWB,JWB 308 - F,308 - F,"Jan 01, 2019",2026
Panasonic,PT-MZ882WU7,Display,,,,University of Utah,Classroom,HSEB,HSEB 1700,1700,"Jan 01, 2019",2026
Shure,MX202W-A/C,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 3515B,3515B,"Jan 01, 2019",2026
Panasonic,PT-VMZ50U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 4300A,4300A,"Jan 01, 2019",2026
Rocware,,Audio (Microphone),,,,University of Utah,Classroom,AEB,AEB 340 - F,340 - F,"Jan 01, 2019",2026
Panasonic,ET-DLE150 Lens,Display,,,,University of Utah,Classroom,GC,GC 2900P,2900P,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.5.132,00.10.7f.a0.fd.bd,,University of Utah,Classroom,GC,GC 4660,4660,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.88.5.206,00.10.7f.9e.44.db,,University of Utah,Classroom,GC,GC 5750,5750,"Jan 01, 2019",2026
Panasonic,PT-MZ882WU7,Display,,,,University of Utah,Classroom,HSEB,HSEB 1700,1700,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK-TVS-1,Camera,,,,University of Utah,Classroom,HSEB,HSEB 4100A,4100A,"Jan 01, 2019",2026
Crestron,HD-RX-4K-210-C-E,"TX, RX, Scaler",10.72.37.33,C4:42:68:20:29:34,,University of Utah,Classroom,HSEB,HSEB 5100A,5100A,"Jan 01, 2019",2026
4 total,"6""","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,AEB,AEB 340 - F,340 - F,"Jan 01, 2019",2026
Panasonic,ET-DLE150 Lens,Display,,,,University of Utah,Classroom,GC,GC 2950P,2950P,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,,,,University of Utah,Classroom,GC,GC 4680,4680,"Jan 01, 2019",2026
Crestron,DM-RMC-4K-100-C,"TX, RX, Scaler",,,,University of Utah,Classroom,GC,GC 5750,5750,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.80.42.15,00.10.7F.D5.8A.72,,University of Utah,Classroom,JFB,JFB 102,102,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.72.36.211,00:10:7f:ce:53:4d,,University of Utah,Classroom,HSEB,HSEB 2962,2962,"Jan 01, 2019",2026
Logitech,Rally Bar,Camera,,,,University of Utah,Classroom,GC,GC 2140,2140,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,BUC,BUC 208-F,208-F,"Jan 01, 2019",2026
Magewell,USb Capture,Accessory,,,,University of Utah,Classroom,GC,GC 3700,3700,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.80.35.145,00.10.7F.AD.63.1F,,University of Utah,Classroom,JWB,JWB 308 - F,308 - F,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,Accessory,,c4.42.68.08.56.83,,University of Utah,Classroom,HEB,"HEB 2004, 2006, 2008 - F",2006,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100C-1G-W-T,"TX, RX, Scaler",10.72.36.110,,,University of Utah,Classroom,HSEB,HSEB 3515B,3515B,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 5100A,5100A,"Jan 01, 2019",2026
Extron,60-1881-03,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Maker Space,101,"Oct 24, 2023",2030
Yealink,1303108,Wireless Presentation,,,,Weber State University,Classroom,McKay Engineering,Room Group,324,"Oct 24, 2023",2030
Panasonic,PT-VMZ62,Display,,,U613719,University of Utah,Classroom,AEB,AEB 350,350,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Sharp,LC-90LE657U,Display,,,,University of Utah,Classroom,MLIB,MLIB 1735-F,1735-F,"Jan 01, 2019",2026
Sony,FW65BZ30L,Display,,,,Weber State University,Classroom,McKay Engineering,Open Study 100F,100F,"Oct 24, 2023",2030
AVPro Edge,ACEX70444KIT,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,332,"Oct 24, 2023",2030
Crestron,RMC3,Control Processor,10.88.35.25,00.10.7f.cb.8c.77,,University of Utah,Classroom,AEB,AEB 350,350,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Crestron,DMPS3-300-C,Control Processor,10.88.2.190,00.10.7f.fa.e9.15,,University of Utah,Classroom,MLIB,MLIB 1735-F,1735-F,"Jan 01, 2019",2026
Sony,FW85BZ35L,Display,,,,Weber State University,Classroom,McKay Engineering,Classroom A/V,108,"Oct 24, 2023",2030
Kramer Electronics,PA-120Z,"Audio (Speaker, amplifier)",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,304,"Oct 24, 2023",2030
Crestron,HD-TXC-4KZ-101-1G,"TX, RX, Scaler",,,U613719,University of Utah,Classroom,AEB,AEB 350,350,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Crestron,AMP-3210T,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,MLIB,MLIB 1735-F,1735-F,"Jan 01, 2019",2026
"Covid, Inc.",W1114P-W,Accessory,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,258,"Oct 24, 2023",2030
Yealink,1303108,Wireless Presentation,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,304,"Oct 24, 2023",2030
Panasonic,VMZ51,Display,,,,University of Utah,Classroom,AEB,AEB 360,360,"Feb 10, 2026",2033
Videri,SR24902M,Display,,,110000004615 / RET-10464,Yaamava Resort & Casino,Digital Signage,Yaamava Theater,Hallway,100,"Jan 03, 2025",2032
Kramer Electronics,MV-4X,"TX, RX, Scaler",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,126,"Oct 24, 2023",2030
Sennheiser,TEAMCONNECTCEIL,Audio (Microphone),,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
Chief,LTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Chief,LTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Chief,MTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Crestron,RMC3,Control Processor,10.88.35.5,00.10.7f.cb.8c.e9,,University of Utah,Classroom,AEB,AEB 306,306,"Sep 15, 2025",2032
Kramer Electronics,MV-4X,"TX, RX, Scaler",,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,230,"Oct 24, 2023",2030
Chief,RPAU,Accessory,,,,Weber State University,Classroom,McKay Engineering,Classrooms,322,"Oct 24, 2023",2030
Araknis Networks,AN-110-SW-R-8,Networking,,,,Weber State University,Classroom,McKay Engineering,Classrooms,327,"Oct 24, 2023",2030
Sony,VPLPHZ51,Display,,,,Weber State University,Classroom,McKay Engineering,Classrooms,331,"Oct 24, 2023",2030
Extron,42-120-13,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Trendnet,TPE-TG50g/A,Networking,,,,University of Utah,Classroom,AEB,AEB 306 - F,306 - F,"Jan 01, 2019",2026
Sennheiser,TEAMCONNECTCEIL,Audio (Microphone),,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,231,"Oct 24, 2023",2030
Crestron,RMC4,Control Processor,,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Sony,VPLPHZ51,Display,,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Kramer Electronics,KDSEN7,"TX, RX, Scaler",,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Chief,MTM1U,Accessory,,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Lumens,VCTR30W,Camera,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,126,"Oct 24, 2023",2030
Yealink,1303108,Wireless Presentation,,,,Weber State University,Conference Room,McKay Engineering,Standard Conference Room,232,"Oct 24, 2023",2030
Extron,60-1823-01,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Classrooms,326,"Oct 24, 2023",2030
Extron,60-1823-01,"Audio (Speaker, amplifier)",,,,Weber State University,Classroom,McKay Engineering,Classrooms,328,"Oct 24, 2023",2030
Yealink,1303108,Wireless Presentation,,,,Weber State University,Classroom,McKay Engineering,Room Group,321,"Oct 24, 2023",2030
Epson,V12H758020,Camera,,,,Weber State University,Classroom,McKay Engineering,Room Group,330,"Oct 24, 2023",2030
Atlona,AT-HDVS-CAM-HDMI,Camera,,,,University of Utah,Classroom,GC,GC 1790,1790,"Jan 01, 2019",2026
Rocware,RM702,Audio (Microphone),,,U000585174,University of Utah,Classroom,BEHS,BEHS 101,101,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BLK,Camera,,,,University of Utah,Classroom,BEHS,BEHS 107,107,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.88.40.16,00:10:7f:ce:e5:7c,,University of Utah,Classroom,BUC,BUC 107 - F,107 - F,"Jan 01, 2019",2026
MXL,Pyramid,Audio (Microphone),,,,University of Utah,Classroom,BEHS,BEHS 111,111,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.88.40.60,00.10.7f.c5.6f.a1,,University of Utah,Classroom,BUC,BUC 212-F,212-F,"Jan 01, 2019",2026
JBL,2 Mounted on wall in front,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,CTIHB,CTIHB 109 - F,109 - F,"Jan 01, 2019",2026
Panasonic,PT-MZ780WU,Display,,,,University of Utah,Classroom,GC,GC 2675,2675,"Jan 01, 2019",2026
Crestron,CEN-SW-POE 5,Networking,,,,University of Utah,Classroom,HEB,HEB 2002 - F,2002 - F,"Jan 01, 2019",2026
Crestron,AMP-225,Accessory,,,,University of Utah,Classroom,HPR N,HPR N 242 - F,242 - F,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,HSEB,HSEB 3100B,3100B,"Jan 01, 2019",2026
Magewell,,Accessory,,78:45:01:13:3A:C3,,University of Utah,Classroom,GC,GC 2560,2560,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,BEHS,BEHS 102,102,"Jan 01, 2019",2026
Crestron,AMP-225,"Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BEHS,BEHS 108,108,"Jan 01, 2019",2026
Crestron,Amp-225,Accessory,,,,University of Utah,Classroom,BUC,BUC 203 - F,203 - F,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,BEHS,BEHS 114,114,"Jan 01, 2019",2026
2 ceiling mounted,"8""","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,BUC,BUC 302 - F,302 - F,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,FASB,FASB 250 - F,250 - F,"Jan 01, 2019",2026
Shure,MX202-W,Audio (Microphone),,,,University of Utah,Classroom,GC,GC 2781,2781,"Jan 01, 2019",2026
Crestron,HD-TX-301-C-E,"TX, RX, Scaler",,,,University of Utah,Classroom,HPR N,HRP N 218 - F,218 - F,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 1007,1007,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.4.37,00.10.7f.a3.04.6b,,University of Utah,Classroom,GC,GC 1760,1760,"Jan 01, 2019",2026
Crestron,CEN-SW-POE-5,Networking,,,,University of Utah,Classroom,GC,GC 2575,2575,"Jan 01, 2019",2026
Crestron,HD-TX-TXC-4KZ-101-1G-W,"TX, RX, Scaler",,,,University of Utah,Classroom,BEHS,BEHS 105,105,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,BUC,BUC 105 - F,105 - F,"Jan 01, 2019",2026
MXL,,Audio (Microphone),,,,University of Utah,Classroom,BUC,BUC 206 - F,206 - F,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,10.88.39.163,c4.42.68.57.ba.08,,University of Utah,Classroom,BEHS,BEHS 116,116,"Jan 01, 2019",2026
Atlona,AT-USB-EX100,Camera,,,,University of Utah,Classroom,CTIHB,CTIHB 101 - F,101 - F,"Jan 01, 2019",2026
Crestron,CEN-SW-POE-5,Networking,,,,University of Utah,Classroom,FASB,FASB 295 - F,295 - F,"Jan 01, 2019",2026
Crestron,DMPS3-4K-150-C,Control Processor,10.88.5.36,,,University of Utah,Classroom,GC,GC 3640,3640,"Jan 01, 2019",2026
Radio Design Labs,STD-10K,Accessory,,,,University of Utah,Classroom,HPR N,HPR N 225 - F,225 - F,"Jan 01, 2019",2026
Panasonic,PT-VMZ61U7,Display,,,,University of Utah,Classroom,HSEB,HSEB 1130,1130,"Jan 01, 2019",2026
Magewell,,Accessory,,,,University of Utah,Classroom,GC,GC 1770,1770,"Jan 01, 2019",2026
Crestron,HD-TX-4KZ-101,"TX, RX, Scaler",,,,University of Utah,Classroom,AEB,AEB 360 - F,360 - F,"Jan 01, 2019",2026
Crestron,HD-RX-201-C-E,"TX, RX, Scaler",10.88.38.31,00:10:7f:ce:de:b8,,University of Utah,Classroom,BEHS,BEHS 106,106,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C,"TX, RX, Scaler",,c4.42.68.36.68.09,,University of Utah,Classroom,BUC,BUC 106 - F,106 - F,"Jan 01, 2019",2026
Crestron,HD-TX-201-C-2G-E,"TX, RX, Scaler",,,,University of Utah,Classroom,BUC,BUC 207-F,207-F,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.88.40.55,00.10.7f.9a.32.3f,,University of Utah,Classroom,BUC,BUC 211 - F,211 - F,"Jan 01, 2019",2026
Crestron,CEN-SW-POE-5,Networking,,,,University of Utah,Classroom,CTIHB,CTIHB 109 - F,109 - F,"Jan 01, 2019",2026
Atlona,AT-USB-EX-100-Kit,Camera,,,,University of Utah,Classroom,GC,GC 1575,1575,"Jan 01, 2019",2026
Crestron,CEN-SWPOE-16,Networking,10.88.5.184,,,University of Utah,Classroom,GC,GC 5620,5620,"Jan 01, 2019",2026
2,"6"" Wide","Audio (Speaker, amplifier)",,,,University of Utah,Classroom,HPR N,HPR N 226 - F,226 - F,"Jan 01, 2019",2026
Da-Lite,,Accessory,,,,University of Utah,Classroom,HSEB,HSEB 1140,1140,"Jan 01, 2019",2026
Trendnet,TPE-TG44g/A,Networking,,,,University of Utah,Classroom,MLIB,MLIB 1150 - F,1150 - F,"Jan 01, 2019",2026
Crestron,AMP-225,Accessory,,,,University of Utah,Classroom,MCD,MCD 130 - F,130 - F,"Jan 01, 2019",2026
Crestron,TSW-770-B-S,User Interface,10.72.37.37,c4.42.68.69.3a.95,,University of Utah,Classroom,HSEB,HSEB 5100D,5100D,"Jan 01, 2019",2026
Rocware,rn702,Audio (Microphone),,,,University of Utah,Classroom,HSEB,HSEB 2929,2929,"Jan 01, 2019",2026
Crestron,DM-TX-4KZ-100-C-1G-W-T,"TX, RX, Scaler",10.72.36.155,c4.42.68.6e.27.db,,University of Utah,Classroom,HSEB,HSEB 5100B,5100B,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.2.167,00.10.7f.d4.ac.7d,,University of Utah,Classroom,MLIB,MLIB 1150 - F,1150 - F,"Jan 01, 2019",2026
Crestron,TSW-760,User Interface,10.88.44.12,00.10.7f.c0.79.88,,University of Utah,Classroom,MCD,MCD 130 - F,130 - F,"Jan 01, 2019",2026
Crestron,RMC3,Control Processor,10.72.36.180,00.10.7f..bd.cb.d3,,University of Utah,Classroom,HSEB,HSEB 2912,2912,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,HSEB,HSEB 2928,2928,"Jan 01, 2019",2026
Lenovo,P3 Ultra SFF Gen 2 Workstation (ThinkStation) - Type 30J5,Control Processor,,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Extron,XPA-2002,Accessory,,,,University of Utah,Classroom,MEK,MEK 3550,3550,"Jan 01, 2019",2026
Crestron,AMP-3210T,Accessory,,,,University of Utah,Classroom,JWB,JWB 335 - F,335 - F,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.72.36.80,00.10.7f.be.4c.04,,University of Utah,Classroom,HSEB,HSEB 2908,2908,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,10.72.40.40,C4.42.68.57.95.54,,University of Utah,Classroom,HSEB,HSEB 3430,3430,"Jan 01, 2019",2026
Crestron,Crestron DM-NVX-D30,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Epson,EB-L630U,Display,192.168.0.152,,,University of Utah,Classroom,MEK,MEK 3550,3550,"Jan 01, 2019",2026
Atlona,,Camera,,,,University of Utah,Classroom,JWB,JWB 335 - F,335 - F,"Jan 01, 2019",2026
Crestron,AM-3000,Wireless Presentation,,,,University of Utah,Classroom,HSEB,HSEB 2120,2120,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.72.36.105,00.10.7f.9a.a2.a4,,University of Utah,Classroom,HSEB,HSEB 3430,3430,"Jan 01, 2019",2026
Crestron,Crestron DM-NVX-E30C,"TX, RX, Scaler",,,,University of Utah,Classroom,HSEB,HSEB 4100C,4100C,"Jan 01, 2019",2026
Crestron,DMPS3-300-C,Control Processor,10.88.2.160,00.10.7f.9d.20.b6,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Crestron,TSW760,User Interface,10.88.2.162,00.10.7f.ab.d2.ea,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Atlona,AT-HDVS-CAM-HDMI-BK,Camera,,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
MXL,On table,Audio (Microphone),,,,University of Utah,Classroom,MLIB,MLIB 1130 - F,1130 - F,"Jan 01, 2019",2026
Polycom,Poly Studio X70 w/ TC8 Touchpanel,"Audio (Speaker, amplifier)",,,,University Health Care,Conference Room,Helix,Small Conf 3C106,3C106,"Mar 28, 2024",2030
Polycom,Expansion Microphone,Audio (Microphone),,,,University Health Care,Conference Room,Helix,Medium Conf 1C204,1C204,"Mar 28, 2024",2030
Shure,MXA910W-US,Audio (Microphone),,,,University Health Care,Conference Room,Helix,Large Conf 1C115,1C115,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 1C110,1C110,"Mar 28, 2024",2030
Polycom,Expansion Microphone,Audio (Microphone),,,,University Health Care,Conference Room,Helix,Medium Conf 3C050,3C050,"Mar 28, 2024",2030
Samsung,QB98R,Display,,,,University Health Care,Conference Room,Helix,Large Conf 2C115,2C115,"Mar 28, 2024",2030
Crestron,DM-RMC-4KZ-100-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Small Conf 1C050,1C050,"Mar 28, 2024",2030
Polycom,Trio C60,Audio (Microphone),,,,University Health Care,Conference Room,Helix,Medium Conf 5C050,5C050,"Mar 28, 2024",2030
Chief,PNRUB,Accessory,,,,University Health Care,Training Room,Helix,Multipurpose GS115,GS115,"Mar 28, 2024",2030
Crestron,DM-TX-4KZ-202-C,"TX, RX, Scaler",,,,University Health Care,Conference Room,Helix,Medium Conf 1C108,1C108,"Mar 28, 2024",2030
Samsung,QB85R,Display,,,,University Health Care,Conference Room,Helix,Large Conf 3C115,3C115,"Mar 28, 2024",2030
Samsung,QB55R,Display,,,,University Health Care,Huddle Room,Helix,Huddle 4S127,4S127,"Mar 28, 2024",2030
Barco,ClickShare C-10,Wireless Presentation,,,,University Health Care,Office,Helix,Office 3S107,3S107,"Mar 28, 2024",2030
